file,concept,rank,score,var_name,var_label
cfps2014adult_201906.dta,K_fixed_asset,23,1,ku1m,是否使用手机
cfps2014adult_201906.dta,K_fixed_asset,24,1,ku303,上网时社交的重要程度
cfps2014adult_201906.dta,K_fixed_asset,25,1,ku701,使用互联网学习的频率(次)
cfps2014adult_201906.dta,L_labor,1,3,qg5,签订劳动合同
cfps2014adult_201906.dta,L_labor,2,2,qc302_a_1,非学历教育天数(天)
cfps2014adult_201906.dta,L_labor,3,2,qc302_a_2,非学历教育天数(天)
cfps2014adult_201906.dta,L_labor,4,1,cid14,村居编码
cfps2014adult_201906.dta,L_labor,5,1,dsa1total_m,过去12个月亲友及其他机构支付教育费用
cfps2014adult_201906.dta,L_labor,6,1,fid10,2010年家庭样本编码
cfps2014adult_201906.dta,L_labor,7,1,fid12,2012年家庭样本编码
cfps2014adult_201906.dta,L_labor,8,1,fid14,2014年家庭样本编码
cfps2014adult_201906.dta,L_labor,9,1,kg1302,胜任工作的教育程度
cfps2014adult_201906.dta,L_labor,10,1,kr501,大专专业是什么学科
cfps2014adult_201906.dta,L_labor,11,1,kr5m,现在上哪类大专
cfps2014adult_201906.dta,L_labor,12,1,kr6m,现在上哪类本科
cfps2014adult_201906.dta,L_labor,13,1,kr701,硕士专业是什么学科
cfps2014adult_201906.dta,L_labor,14,1,kr801m,博士修读哪个学科
cfps2014adult_201906.dta,L_labor,15,1,kra401,高中所学专业
cfps2014adult_201906.dta,L_labor,16,1,kra601,本科专业是什么学科
cfps2014adult_201906.dta,L_labor,17,1,kra603code,在读本科院校编码
cfps2014adult_201906.dta,L_labor,18,1,ks8,希望的职业类型
cfps2014adult_201906.dta,L_labor,19,1,ks801code,希望的具体职业编码
cfps2014adult_201906.dta,L_labor,20,1,ks906,过去12个月教育软件费(元)
cfps2014adult_201906.dta,L_labor,21,1,ks9ckp,确认过去12个月教育总支出
cfps2014adult_201906.dta,L_labor,22,1,ks9total,过去12个月教育总支出（元）:系统自动加总
cfps2014adult_201906.dta,L_labor,23,1,ks9total_m,个人及家庭支付教育费用
cfps2014adult_201906.dta,L_labor,24,1,ku102,每月手机费(元)
cfps2014adult_201906.dta,L_labor,25,1,ku102a,每月公付手机费(元)
cfps2014adult_201906.dta,M_intermediate,1,1,cid14,村居编码
cfps2014adult_201906.dta,M_intermediate,2,1,dsa1total_m,过去12个月亲友及其他机构支付教育费用
cfps2014adult_201906.dta,M_intermediate,3,1,fid10,2010年家庭样本编码
cfps2014adult_201906.dta,M_intermediate,4,1,fid12,2012年家庭样本编码
cfps2014adult_201906.dta,M_intermediate,5,1,fid14,2014年家庭样本编码
cfps2014adult_201906.dta,M_intermediate,6,1,kg1302,胜任工作的教育程度
cfps2014adult_201906.dta,M_intermediate,7,1,kr501,大专专业是什么学科
cfps2014adult_201906.dta,M_intermediate,8,1,kr5m,现在上哪类大专
cfps2014adult_201906.dta,M_intermediate,9,1,kr6m,现在上哪类本科
cfps2014adult_201906.dta,M_intermediate,10,1,kr701,硕士专业是什么学科
cfps2014adult_201906.dta,M_intermediate,11,1,kr801m,博士修读哪个学科
cfps2014adult_201906.dta,M_intermediate,12,1,kra401,高中所学专业
cfps2014adult_201906.dta,M_intermediate,13,1,kra601,本科专业是什么学科
cfps2014adult_201906.dta,M_intermediate,14,1,kra603code,在读本科院校编码
cfps2014adult_201906.dta,M_intermediate,15,1,ks8,希望的职业类型
cfps2014adult_201906.dta,M_intermediate,16,1,ks801code,希望的具体职业编码
cfps2014adult_201906.dta,M_intermediate,17,1,ks906,过去12个月教育软件费(元)
cfps2014adult_201906.dta,M_intermediate,18,1,ks9ckp,确认过去12个月教育总支出
cfps2014adult_201906.dta,M_intermediate,19,1,ks9total,过去12个月教育总支出（元）:系统自动加总
cfps2014adult_201906.dta,M_intermediate,20,1,ks9total_m,个人及家庭支付教育费用
cfps2014adult_201906.dta,M_intermediate,21,1,ku102,每月手机费(元)
cfps2014adult_201906.dta,M_intermediate,22,1,ku102a,每月公付手机费(元)
cfps2014adult_201906.dta,M_intermediate,23,1,ku1m,是否使用手机
cfps2014adult_201906.dta,M_intermediate,24,1,ku303,上网时社交的重要程度
cfps2014adult_201906.dta,M_intermediate,25,1,ku701,使用互联网学习的频率(次)
cfps2014adult_201906.dta,land_area,1,1,cid14,村居编码
cfps2014adult_201906.dta,land_area,2,1,dsa1total_m,过去12个月亲友及其他机构支付教育费用
cfps2014adult_201906.dta,land_area,3,1,fid10,2010年家庭样本编码
cfps2014adult_201906.dta,land_area,4,1,fid12,2012年家庭样本编码
cfps2014adult_201906.dta,land_area,5,1,fid14,2014年家庭样本编码
cfps2014adult_201906.dta,land_area,6,1,kg1302,胜任工作的教育程度
cfps2014adult_201906.dta,land_area,7,1,kr501,大专专业是什么学科
cfps2014adult_201906.dta,land_area,8,1,kr5m,现在上哪类大专
cfps2014adult_201906.dta,land_area,9,1,kr6m,现在上哪类本科
cfps2014adult_201906.dta,land_area,10,1,kr701,硕士专业是什么学科
cfps2014adult_201906.dta,land_area,11,1,kr801m,博士修读哪个学科
cfps2014adult_201906.dta,land_area,12,1,kra401,高中所学专业
cfps2014adult_201906.dta,land_area,13,1,kra601,本科专业是什么学科
cfps2014adult_201906.dta,land_area,14,1,kra603code,在读本科院校编码
cfps2014adult_201906.dta,land_area,15,1,ks8,希望的职业类型
cfps2014adult_201906.dta,land_area,16,1,ks801code,希望的具体职业编码
cfps2014adult_201906.dta,land_area,17,1,ks906,过去12个月教育软件费(元)
cfps2014adult_201906.dta,land_area,18,1,ks9ckp,确认过去12个月教育总支出
cfps2014adult_201906.dta,land_area,19,1,ks9total,过去12个月教育总支出（元）:系统自动加总
cfps2014adult_201906.dta,land_area,20,1,ks9total_m,个人及家庭支付教育费用
cfps2014adult_201906.dta,land_area,21,1,ku102,每月手机费(元)
cfps2014adult_201906.dta,land_area,22,1,ku102a,每月公付手机费(元)
cfps2014adult_201906.dta,land_area,23,1,ku1m,是否使用手机
cfps2014adult_201906.dta,land_area,24,1,ku303,上网时社交的重要程度
cfps2014adult_201906.dta,land_area,25,1,ku701,使用互联网学习的频率(次)
cfps2014adult_201906.dta,plot_count,1,1,cid14,村居编码
cfps2014adult_201906.dta,plot_count,2,1,dsa1total_m,过去12个月亲友及其他机构支付教育费用
cfps2014adult_201906.dta,plot_count,3,1,fid10,2010年家庭样本编码
cfps2014adult_201906.dta,plot_count,4,1,fid12,2012年家庭样本编码
cfps2014adult_201906.dta,plot_count,5,1,fid14,2014年家庭样本编码
cfps2014adult_201906.dta,plot_count,6,1,kg1302,胜任工作的教育程度
cfps2014adult_201906.dta,plot_count,7,1,kr501,大专专业是什么学科
cfps2014adult_201906.dta,plot_count,8,1,kr5m,现在上哪类大专
cfps2014adult_201906.dta,plot_count,9,1,kr6m,现在上哪类本科
cfps2014adult_201906.dta,plot_count,10,1,kr701,硕士专业是什么学科
cfps2014adult_201906.dta,plot_count,11,1,kr801m,博士修读哪个学科
cfps2014adult_201906.dta,plot_count,12,1,kra401,高中所学专业
cfps2014adult_201906.dta,plot_count,13,1,kra601,本科专业是什么学科
cfps2014adult_201906.dta,plot_count,14,1,kra603code,在读本科院校编码
cfps2014adult_201906.dta,plot_count,15,1,ks8,希望的职业类型
cfps2014adult_201906.dta,plot_count,16,1,ks801code,希望的具体职业编码
cfps2014adult_201906.dta,plot_count,17,1,ks906,过去12个月教育软件费(元)
cfps2014adult_201906.dta,plot_count,18,1,ks9ckp,确认过去12个月教育总支出
cfps2014adult_201906.dta,plot_count,19,1,ks9total,过去12个月教育总支出（元）:系统自动加总
cfps2014adult_201906.dta,plot_count,20,1,ks9total_m,个人及家庭支付教育费用
cfps2014adult_201906.dta,plot_count,21,1,ku102,每月手机费(元)
cfps2014adult_201906.dta,plot_count,22,1,ku102a,每月公付手机费(元)
cfps2014adult_201906.dta,plot_count,23,1,ku1m,是否使用手机
cfps2014adult_201906.dta,plot_count,24,1,ku303,上网时社交的重要程度
cfps2014adult_201906.dta,plot_count,25,1,ku701,使用互联网学习的频率(次)
cfps2014adult_201906.dta,income_total,1,5,qg12,工作总收入（元）
cfps2014adult_201906.dta,income_total,2,5,qg1201_max,工作总收入区间上限：修正后
cfps2014adult_201906.dta,income_total,3,5,qg1201_min,工作总收入区间下限：修正后
cfps2014adult_201906.dta,income_total,4,5,qg1202,工作总收入校验
cfps2014adult_201906.dta,income_total,5,5,qg1203,非经营税后总收入（元）
cfps2014adult_201906.dta,income_total,6,5,qg1204_max,非经营税后总收入（区间）上限：修正后
cfps2014adult_201906.dta,income_total,7,5,qg1204_min,非经营税后总收入（区间）下限：修正后
cfps2014adult_201906.dta,income_total,8,4,income,所有工作总收入
cfps2014adult_201906.dta,income_total,9,4,incomea,所有其他工作总收入
cfps2014adult_201906.dta,income_total,10,4,incomea_new,所有其他工作总收入：清理后
cfps2014adult_201906.dta,income_total,11,4,incomeb,2014年主要工作总收入
cfps2014adult_201906.dta,income_total,12,4,p_income,个人总收入
cfps2014adult_201906.dta,income_total,13,3,qn8011,您的收入在本地
cfps2014adult_201906.dta,income_total,14,2,egc2051_max_a_1,过去12个月，其他工作税后月收入（工作 1）：最大值
cfps2014adult_201906.dta,income_total,15,2,egc2051_max_a_10,过去12个月，其他工作税后月收入（工作 10）：最大值
cfps2014adult_201906.dta,income_total,16,2,egc2051_max_a_2,过去12个月，其他工作税后月收入（工作 2）：最大值
cfps2014adult_201906.dta,income_total,17,2,egc2051_max_a_3,过去12个月，其他工作税后月收入（工作 3）：最大值
cfps2014adult_201906.dta,income_total,18,2,egc2051_max_a_4,过去12个月，其他工作税后月收入（工作 4）：最大值
cfps2014adult_201906.dta,income_total,19,2,egc2051_max_a_5,过去12个月，其他工作税后月收入（工作 5）：最大值
cfps2014adult_201906.dta,income_total,20,2,egc2051_max_a_6,过去12个月，其他工作税后月收入（工作 6）：最大值
cfps2014adult_201906.dta,income_total,21,2,egc2051_max_a_7,过去12个月，其他工作税后月收入（工作 7）：最大值
cfps2014adult_201906.dta,income_total,22,2,egc2051_max_a_8,过去12个月，其他工作税后月收入（工作 8）：最大值
cfps2014adult_201906.dta,income_total,23,2,egc2051_max_a_9,过去12个月，其他工作税后月收入（工作 9）：最大值
cfps2014adult_201906.dta,income_total,24,2,egc2051_max_b_1,过去12个月，2012年主要工作税后月收入：最大值
cfps2014adult_201906.dta,income_total,25,2,egc2051_min_a_1,去12个月，其他工作税后月收入（工作 1）：最小值
cfps2014adult_201906.dta,asset_total,1,1,cid14,村居编码
cfps2014adult_201906.dta,asset_total,2,1,dsa1total_m,过去12个月亲友及其他机构支付教育费用
cfps2014adult_201906.dta,asset_total,3,1,fid10,2010年家庭样本编码
cfps2014adult_201906.dta,asset_total,4,1,fid12,2012年家庭样本编码
cfps2014adult_201906.dta,asset_total,5,1,fid14,2014年家庭样本编码
cfps2014adult_201906.dta,asset_total,6,1,kg1302,胜任工作的教育程度
cfps2014adult_201906.dta,asset_total,7,1,kr501,大专专业是什么学科
cfps2014adult_201906.dta,asset_total,8,1,kr5m,现在上哪类大专
cfps2014adult_201906.dta,asset_total,9,1,kr6m,现在上哪类本科
cfps2014adult_201906.dta,asset_total,10,1,kr701,硕士专业是什么学科
cfps2014adult_201906.dta,asset_total,11,1,kr801m,博士修读哪个学科
cfps2014adult_201906.dta,asset_total,12,1,kra401,高中所学专业
cfps2014adult_201906.dta,asset_total,13,1,kra601,本科专业是什么学科
cfps2014adult_201906.dta,asset_total,14,1,kra603code,在读本科院校编码
cfps2014adult_201906.dta,asset_total,15,1,ks8,希望的职业类型
cfps2014adult_201906.dta,asset_total,16,1,ks801code,希望的具体职业编码
cfps2014adult_201906.dta,asset_total,17,1,ks906,过去12个月教育软件费(元)
cfps2014adult_201906.dta,asset_total,18,1,ks9ckp,确认过去12个月教育总支出
cfps2014adult_201906.dta,asset_total,19,1,ks9total,过去12个月教育总支出（元）:系统自动加总
cfps2014adult_201906.dta,asset_total,20,1,ks9total_m,个人及家庭支付教育费用
cfps2014adult_201906.dta,asset_total,21,1,ku102,每月手机费(元)
cfps2014adult_201906.dta,asset_total,22,1,ku102a,每月公付手机费(元)
cfps2014adult_201906.dta,asset_total,23,1,ku1m,是否使用手机
cfps2014adult_201906.dta,asset_total,24,1,ku303,上网时社交的重要程度
cfps2014adult_201906.dta,asset_total,25,1,ku701,使用互联网学习的频率(次)
cfps2014adult_201906.dta,age,1,3,qq2011,开始吸烟年龄（岁）
cfps2014adult_201906.dta,age,2,3,qq205,戒烟年龄（岁）
cfps2014adult_201906.dta,age,3,2,cfps2014_age,2014年调查时的年龄
cfps2014adult_201906.dta,age,4,1,cid14,村居编码
cfps2014adult_201906.dta,age,5,1,dsa1total_m,过去12个月亲友及其他机构支付教育费用
cfps2014adult_201906.dta,age,6,1,fid10,2010年家庭样本编码
cfps2014adult_201906.dta,age,7,1,fid12,2012年家庭样本编码
cfps2014adult_201906.dta,age,8,1,fid14,2014年家庭样本编码
cfps2014adult_201906.dta,age,9,1,kg1302,胜任工作的教育程度
cfps2014adult_201906.dta,age,10,1,kr501,大专专业是什么学科
cfps2014adult_201906.dta,age,11,1,kr5m,现在上哪类大专
cfps2014adult_201906.dta,age,12,1,kr6m,现在上哪类本科
cfps2014adult_201906.dta,age,13,1,kr701,硕士专业是什么学科
cfps2014adult_201906.dta,age,14,1,kr801m,博士修读哪个学科
cfps2014adult_201906.dta,age,15,1,kra401,高中所学专业
cfps2014adult_201906.dta,age,16,1,kra601,本科专业是什么学科
cfps2014adult_201906.dta,age,17,1,kra603code,在读本科院校编码
cfps2014adult_201906.dta,age,18,1,ks8,希望的职业类型
cfps2014adult_201906.dta,age,19,1,ks801code,希望的具体职业编码
cfps2014adult_201906.dta,age,20,1,ks906,过去12个月教育软件费(元)
cfps2014adult_201906.dta,age,21,1,ks9ckp,确认过去12个月教育总支出
cfps2014adult_201906.dta,age,22,1,ks9total,过去12个月教育总支出（元）:系统自动加总
cfps2014adult_201906.dta,age,23,1,ks9total_m,个人及家庭支付教育费用
cfps2014adult_201906.dta,age,24,1,ku102,每月手机费(元)
cfps2014adult_201906.dta,age,25,1,ku102a,每月公付手机费(元)
cfps2014adult_201906.dta,edu,1,5,qc201,您期望的受教育程度
cfps2014adult_201906.dta,edu,2,5,qm3013,孩子的受教育程度（分）
cfps2014adult_201906.dta,edu,3,4,cfps2014eduy,CFPS2014个人问卷受访者已完成的受教育年限
cfps2014adult_201906.dta,edu,4,4,cfps2014eduy_im,CFPS2014个人问卷受访者已完成的受教育年限（插补）
cfps2014adult_201906.dta,edu,5,3,dsa1total_m,过去12个月亲友及其他机构支付教育费用
cfps2014adult_201906.dta,edu,6,3,kg1302,胜任工作的教育程度
cfps2014adult_201906.dta,edu,7,3,ks906,过去12个月教育软件费(元)
cfps2014adult_201906.dta,edu,8,3,ks9ckp,确认过去12个月教育总支出
cfps2014adult_201906.dta,edu,9,3,ks9total,过去12个月教育总支出（元）:系统自动加总
cfps2014adult_201906.dta,edu,10,3,ks9total_m,个人及家庭支付教育费用
cfps2014adult_201906.dta,edu,11,3,qc301,非学历教育次数(次)
cfps2014adult_201906.dta,edu,12,3,qn6015,中国教育问题严重程度
cfps2014adult_201906.dta,edu,13,2,qc302_a_1,非学历教育天数(天)
cfps2014adult_201906.dta,edu,14,2,qc302_a_2,非学历教育天数(天)
cfps2014adult_201906.dta,edu,15,2,qc303_a_1,非学历教育小时数(小时)
cfps2014adult_201906.dta,edu,16,2,qc303_a_2,非学历教育小时数(小时)
cfps2014adult_201906.dta,edu,17,2,qc304_a_1,非学历教育类别
cfps2014adult_201906.dta,edu,18,2,qc304_a_2,非学历教育类别
cfps2014adult_201906.dta,edu,19,2,qc305_a_1,非学历教育是否单位组织
cfps2014adult_201906.dta,edu,20,2,qc305_a_2,非学历教育是否单位组织
cfps2014adult_201906.dta,edu,21,1,cid14,村居编码
cfps2014adult_201906.dta,edu,22,1,fid10,2010年家庭样本编码
cfps2014adult_201906.dta,edu,23,1,fid12,2012年家庭样本编码
cfps2014adult_201906.dta,edu,24,1,fid14,2014年家庭样本编码
cfps2014adult_201906.dta,edu,25,1,kr501,大专专业是什么学科
cfps2014adult_201906.dta,health,1,3,qp201,健康状况
cfps2014adult_201906.dta,health,2,3,qp202,健康变化情况
cfps2014adult_201906.dta,health,3,3,qp2031,他人健康评价1
cfps2014adult_201906.dta,health,4,3,qp2032,他人健康评价2
cfps2014adult_201906.dta,health,5,3,qz202,健康状况
cfps2014adult_201906.dta,health,6,1,cid14,村居编码
cfps2014adult_201906.dta,health,7,1,dsa1total_m,过去12个月亲友及其他机构支付教育费用
cfps2014adult_201906.dta,health,8,1,fid10,2010年家庭样本编码
cfps2014adult_201906.dta,health,9,1,fid12,2012年家庭样本编码
cfps2014adult_201906.dta,health,10,1,fid14,2014年家庭样本编码
cfps2014adult_201906.dta,health,11,1,kg1302,胜任工作的教育程度
cfps2014adult_201906.dta,health,12,1,kr501,大专专业是什么学科
cfps2014adult_201906.dta,health,13,1,kr5m,现在上哪类大专
cfps2014adult_201906.dta,health,14,1,kr6m,现在上哪类本科
cfps2014adult_201906.dta,health,15,1,kr701,硕士专业是什么学科
cfps2014adult_201906.dta,health,16,1,kr801m,博士修读哪个学科
cfps2014adult_201906.dta,health,17,1,kra401,高中所学专业
cfps2014adult_201906.dta,health,18,1,kra601,本科专业是什么学科
cfps2014adult_201906.dta,health,19,1,kra603code,在读本科院校编码
cfps2014adult_201906.dta,health,20,1,ks8,希望的职业类型
cfps2014adult_201906.dta,health,21,1,ks801code,希望的具体职业编码
cfps2014adult_201906.dta,health,22,1,ks906,过去12个月教育软件费(元)
cfps2014adult_201906.dta,health,23,1,ks9ckp,确认过去12个月教育总支出
cfps2014adult_201906.dta,health,24,1,ks9total,过去12个月教育总支出（元）:系统自动加总
cfps2014adult_201906.dta,health,25,1,ks9total_m,个人及家庭支付教育费用
cfps2014adult_201906.dta,train,1,3,qgb2,放假或培训
cfps2014adult_201906.dta,train,2,1,cid14,村居编码
cfps2014adult_201906.dta,train,3,1,dsa1total_m,过去12个月亲友及其他机构支付教育费用
cfps2014adult_201906.dta,train,4,1,fid10,2010年家庭样本编码
cfps2014adult_201906.dta,train,5,1,fid12,2012年家庭样本编码
cfps2014adult_201906.dta,train,6,1,fid14,2014年家庭样本编码
cfps2014adult_201906.dta,train,7,1,kg1302,胜任工作的教育程度
cfps2014adult_201906.dta,train,8,1,kr501,大专专业是什么学科
cfps2014adult_201906.dta,train,9,1,kr5m,现在上哪类大专
cfps2014adult_201906.dta,train,10,1,kr6m,现在上哪类本科
cfps2014adult_201906.dta,train,11,1,kr701,硕士专业是什么学科
cfps2014adult_201906.dta,train,12,1,kr801m,博士修读哪个学科
cfps2014adult_201906.dta,train,13,1,kra401,高中所学专业
cfps2014adult_201906.dta,train,14,1,kra601,本科专业是什么学科
cfps2014adult_201906.dta,train,15,1,kra603code,在读本科院校编码
cfps2014adult_201906.dta,train,16,1,ks8,希望的职业类型
cfps2014adult_201906.dta,train,17,1,ks801code,希望的具体职业编码
cfps2014adult_201906.dta,train,18,1,ks906,过去12个月教育软件费(元)
cfps2014adult_201906.dta,train,19,1,ks9ckp,确认过去12个月教育总支出
cfps2014adult_201906.dta,train,20,1,ks9total,过去12个月教育总支出（元）:系统自动加总
cfps2014adult_201906.dta,train,21,1,ks9total_m,个人及家庭支付教育费用
cfps2014adult_201906.dta,train,22,1,ku102,每月手机费(元)
cfps2014adult_201906.dta,train,23,1,ku102a,每月公付手机费(元)
cfps2014adult_201906.dta,train,24,1,ku1m,是否使用手机
cfps2014adult_201906.dta,train,25,1,ku303,上网时社交的重要程度
cfps2014adult_201906.dta,coop,1,1,cid14,村居编码
cfps2014adult_201906.dta,coop,2,1,dsa1total_m,过去12个月亲友及其他机构支付教育费用
cfps2014adult_201906.dta,coop,3,1,fid10,2010年家庭样本编码
cfps2014adult_201906.dta,coop,4,1,fid12,2012年家庭样本编码
cfps2014adult_201906.dta,coop,5,1,fid14,2014年家庭样本编码
cfps2014adult_201906.dta,coop,6,1,kg1302,胜任工作的教育程度
cfps2014adult_201906.dta,coop,7,1,kr501,大专专业是什么学科
cfps2014adult_201906.dta,coop,8,1,kr5m,现在上哪类大专
cfps2014adult_201906.dta,coop,9,1,kr6m,现在上哪类本科
cfps2014adult_201906.dta,coop,10,1,kr701,硕士专业是什么学科
cfps2014adult_201906.dta,coop,11,1,kr801m,博士修读哪个学科
cfps2014adult_201906.dta,coop,12,1,kra401,高中所学专业
cfps2014adult_201906.dta,coop,13,1,kra601,本科专业是什么学科
cfps2014adult_201906.dta,coop,14,1,kra603code,在读本科院校编码
cfps2014adult_201906.dta,coop,15,1,ks8,希望的职业类型
cfps2014adult_201906.dta,coop,16,1,ks801code,希望的具体职业编码
cfps2014adult_201906.dta,coop,17,1,ks906,过去12个月教育软件费(元)
cfps2014adult_201906.dta,coop,18,1,ks9ckp,确认过去12个月教育总支出
cfps2014adult_201906.dta,coop,19,1,ks9total,过去12个月教育总支出（元）:系统自动加总
cfps2014adult_201906.dta,coop,20,1,ks9total_m,个人及家庭支付教育费用
cfps2014adult_201906.dta,coop,21,1,ku102,每月手机费(元)
cfps2014adult_201906.dta,coop,22,1,ku102a,每月公付手机费(元)
cfps2014adult_201906.dta,coop,23,1,ku1m,是否使用手机
cfps2014adult_201906.dta,coop,24,1,ku303,上网时社交的重要程度
cfps2014adult_201906.dta,coop,25,1,ku701,使用互联网学习的频率(次)
cfps2014adult_201906.dta,transfer,1,1,cid14,村居编码
cfps2014adult_201906.dta,transfer,2,1,dsa1total_m,过去12个月亲友及其他机构支付教育费用
cfps2014adult_201906.dta,transfer,3,1,fid10,2010年家庭样本编码
cfps2014adult_201906.dta,transfer,4,1,fid12,2012年家庭样本编码
cfps2014adult_201906.dta,transfer,5,1,fid14,2014年家庭样本编码
cfps2014adult_201906.dta,transfer,6,1,kg1302,胜任工作的教育程度
cfps2014adult_201906.dta,transfer,7,1,kr501,大专专业是什么学科
cfps2014adult_201906.dta,transfer,8,1,kr5m,现在上哪类大专
cfps2014adult_201906.dta,transfer,9,1,kr6m,现在上哪类本科
cfps2014adult_201906.dta,transfer,10,1,kr701,硕士专业是什么学科
cfps2014adult_201906.dta,transfer,11,1,kr801m,博士修读哪个学科
cfps2014adult_201906.dta,transfer,12,1,kra401,高中所学专业
cfps2014adult_201906.dta,transfer,13,1,kra601,本科专业是什么学科
cfps2014adult_201906.dta,transfer,14,1,kra603code,在读本科院校编码
cfps2014adult_201906.dta,transfer,15,1,ks8,希望的职业类型
cfps2014adult_201906.dta,transfer,16,1,ks801code,希望的具体职业编码
cfps2014adult_201906.dta,transfer,17,1,ks906,过去12个月教育软件费(元)
cfps2014adult_201906.dta,transfer,18,1,ks9ckp,确认过去12个月教育总支出
cfps2014adult_201906.dta,transfer,19,1,ks9total,过去12个月教育总支出（元）:系统自动加总
cfps2014adult_201906.dta,transfer,20,1,ks9total_m,个人及家庭支付教育费用
cfps2014adult_201906.dta,transfer,21,1,ku102,每月手机费(元)
cfps2014adult_201906.dta,transfer,22,1,ku102a,每月公付手机费(元)
cfps2014adult_201906.dta,transfer,23,1,ku1m,是否使用手机
cfps2014adult_201906.dta,transfer,24,1,ku303,上网时社交的重要程度
cfps2014adult_201906.dta,transfer,25,1,ku701,使用互联网学习的频率(次)
cfps2014adult_201906.dta,internet_info,1,5,ku303,上网时社交的重要程度
cfps2014adult_201906.dta,internet_info,2,5,ku703,使用互联网社交的频率(次)
cfps2014adult_201906.dta,internet_info,3,3,ku701,使用互联网学习的频率(次)
cfps2014adult_201906.dta,internet_info,4,3,ku702,使用互联网工作的频率(次)
cfps2014adult_201906.dta,internet_info,5,3,ku704,使用互联网娱乐的频率(次)
cfps2014adult_201906.dta,internet_info,6,3,ku705,互联网商业活动的频率(次)
cfps2014adult_201906.dta,internet_info,7,3,ku802,互联网作为信息渠道的重要程度
cfps2014adult_201906.dta,internet_info,8,3,qn202,通过网络了解政治信息
cfps2014adult_201906.dta,internet_info,9,1,cid14,村居编码
cfps2014adult_201906.dta,internet_info,10,1,dsa1total_m,过去12个月亲友及其他机构支付教育费用
cfps2014adult_201906.dta,internet_info,11,1,fid10,2010年家庭样本编码
cfps2014adult_201906.dta,internet_info,12,1,fid12,2012年家庭样本编码
cfps2014adult_201906.dta,internet_info,13,1,fid14,2014年家庭样本编码
cfps2014adult_201906.dta,internet_info,14,1,kg1302,胜任工作的教育程度
cfps2014adult_201906.dta,internet_info,15,1,kr501,大专专业是什么学科
cfps2014adult_201906.dta,internet_info,16,1,kr5m,现在上哪类大专
cfps2014adult_201906.dta,internet_info,17,1,kr6m,现在上哪类本科
cfps2014adult_201906.dta,internet_info,18,1,kr701,硕士专业是什么学科
cfps2014adult_201906.dta,internet_info,19,1,kr801m,博士修读哪个学科
cfps2014adult_201906.dta,internet_info,20,1,kra401,高中所学专业
cfps2014adult_201906.dta,internet_info,21,1,kra601,本科专业是什么学科
cfps2014adult_201906.dta,internet_info,22,1,kra603code,在读本科院校编码
cfps2014adult_201906.dta,internet_info,23,1,ks8,希望的职业类型
cfps2014adult_201906.dta,internet_info,24,1,ks801code,希望的具体职业编码
cfps2014adult_201906.dta,internet_info,25,1,ks906,过去12个月教育软件费(元)
cfps2014comm_201906.dta,Y_ag_output,1,7,ch4,农业总产值（万元）
cfps2014comm_201906.dta,Y_ag_output,2,7,ch5,非农业总产值（万元）
cfps2014comm_201906.dta,Y_ag_output,3,3,ch1,农业劳动力比例 (%)
cfps2014comm_201906.dta,Y_ag_output,4,1,ca5,行政区划面积
cfps2014comm_201906.dta,Y_ag_output,5,1,ca501,行政区划面积变化
cfps2014comm_201906.dta,Y_ag_output,6,1,ca502,行政区划面积变化年（年）
cfps2014comm_201906.dta,Y_ag_output,7,1,cc501,猪肉最高价格（元/斤）
cfps2014comm_201906.dta,Y_ag_output,8,1,cc502,猪肉最低价格（元/斤）
cfps2014comm_201906.dta,Y_ag_output,9,1,cc503,牛肉最高价格（元/斤）
cfps2014comm_201906.dta,Y_ag_output,10,1,cc504,牛肉最低价格（元/斤）
cfps2014comm_201906.dta,Y_ag_output,11,1,cc505,鸡蛋最高价格（元/斤）
cfps2014comm_201906.dta,Y_ag_output,12,1,cc506,鸡蛋最低价格（元/斤）
cfps2014comm_201906.dta,Y_ag_output,13,1,ch101,女性劳动力比例 (%)
cfps2014comm_201906.dta,Y_ag_output,14,1,ch3,建房大工价格（元/天）
cfps2014comm_201906.dta,Y_ag_output,15,1,ch301,建房小工价格（元/天）
cfps2014comm_201906.dta,Y_ag_output,16,1,ch302,农忙雇工价格(元/天)
cfps2014comm_201906.dta,Y_ag_output,17,1,ch6,人均纯收入（元）
cfps2014comm_201906.dta,Y_ag_output,18,1,cid10,村居样本代码2010
cfps2014comm_201906.dta,Y_ag_output,19,1,cid14,村居样本代码
cfps2014comm_201906.dta,Y_ag_output,20,1,cj1,最大医疗点面积（平方米）
cfps2014comm_201906.dta,Y_ag_output,21,1,ck101,征地面积(亩)
cfps2014comm_201906.dta,Y_ag_output,22,1,ck102,征地价格(元/亩)
cfps2014comm_201906.dta,Y_ag_output,23,1,ck2,财政总收入(万元)
cfps2014comm_201906.dta,Y_ag_output,24,1,ck202,村集体经济收入(万元)
cfps2014comm_201906.dta,Y_ag_output,25,1,ck203,土地/房屋出租收入(万元)
cfps2014comm_201906.dta,K_fixed_asset,1,1,ca5,行政区划面积
cfps2014comm_201906.dta,K_fixed_asset,2,1,ca501,行政区划面积变化
cfps2014comm_201906.dta,K_fixed_asset,3,1,ca502,行政区划面积变化年（年）
cfps2014comm_201906.dta,K_fixed_asset,4,1,cc501,猪肉最高价格（元/斤）
